player_id,level,coins,powerup,enemy_hit,time_seconds,death_cause,win
145,World 2-1,86,Mushroom,Lakitu,261,None,0
143,World 1-1,68,None,Lakitu,273,Time,1
192,World 1-2,76,Mushroom,Piranha,103,Lava,1
182,World 1-1,89,Fire Flower,Koopa,264,Time,1
176,World 1-1,140,Fire Flower,Hammer Bro,290,Enemy,1
21,World 1-2,147,Fire Flower,Piranha,182,Enemy,0
50,World 1-2,125,None,Hammer Bro,183,Time,0
95,World 3-1,79,Fire Flower,Koopa,83,Hole,0
94,World 3-1,51,Mushroom,Hammer Bro,50,Time,1
26,World 1-1,50,Star,Goomba,202,Hole,1
129,World 1-1,54,Star,Lakitu,144,Lava,1
84,World 1-2,11,Fire Flower,Hammer Bro,247,Hole,1
147,World 2-1,7,Fire Flower,Hammer Bro,55,Enemy,1
176,World 3-1,170,Mushroom,Koopa,246,Hole,0
197,World 2-1,132,Mushroom,Hammer Bro,35,Enemy,1
173,World 2-1,3,None,Koopa,101,Enemy,1
123,Bowser Castle,65,None,Piranha,241,Hole,0
3,Bowser Castle,117,Mushroom,Piranha,246,Hole,1
133,World 1-2,12,Mushroom,Lakitu,162,Enemy,0
167,World 1-2,109,Fire Flower,Hammer Bro,67,Hole,1
3,Bowser Castle,190,Star,Goomba,36,None,0
192,World 1-2,135,Fire Flower,Goomba,71,Enemy,1
107,World 1-1,59,None,Lakitu,283,None,1
35,World 3-1,49,Star,Lakitu,207,Enemy,1
192,Bowser Castle,197,Mushroom,Piranha,73,Enemy,0
175,World 3-1,10,Fire Flower,Goomba,177,Time,0
28,World 3-1,57,Fire Flower,Goomba,167,Time,1
141,World 2-1,197,None,Lakitu,149,Lava,1
181,Bowser Castle,17,Mushroom,Hammer Bro,176,Hole,1
121,World 3-1,181,Fire Flower,Goomba,72,Time,0
149,Bowser Castle,32,Star,Piranha,70,Time,1
167,World 1-2,64,Star,Koopa,164,Hole,1
6,World 1-2,158,Star,Goomba,165,Time,1
55,World 3-1,44,None,Hammer Bro,278,Enemy,1
90,World 3-1,164,None,Piranha,106,Enemy,1
20,World 3-1,53,Mushroom,Piranha,46,Hole,0
130,World 2-1,32,Star,Koopa,110,Lava,1
10,World 2-1,25,Mushroom,Koopa,218,Time,1
77,World 2-1,24,Fire Flower,Lakitu,151,Enemy,1
190,World 1-1,11,Mushroom,Lakitu,292,Lava,0
178,World 1-1,63,Fire Flower,Koopa,58,Time,1
13,World 3-1,190,Fire Flower,Goomba,166,Lava,0
187,World 3-1,55,Fire Flower,Hammer Bro,51,Time,1
24,Bowser Castle,175,Fire Flower,Piranha,30,Enemy,0
118,Bowser Castle,71,Star,Piranha,174,Time,1
84,World 3-1,106,Fire Flower,Lakitu,115,None,1
55,World 3-1,26,None,Goomba,145,Lava,1
121,World 1-1,120,Star,Hammer Bro,215,Hole,1
35,Bowser Castle,42,Star,Hammer Bro,107,Hole,0
86,World 3-1,15,Mushroom,Hammer Bro,145,None,0
68,World 3-1,146,Mushroom,Piranha,78,Hole,1
59,World 3-1,189,Star,Goomba,172,Enemy,0
37,World 2-1,132,Mushroom,Hammer Bro,49,Time,1
37,World 2-1,131,None,Hammer Bro,126,Lava,0
26,World 3-1,191,Mushroom,Goomba,45,Lava,1
11,World 2-1,169,Mushroom,Lakitu,222,Time,0
184,World 1-2,67,Mushroom,Hammer Bro,35,Lava,1
131,World 2-1,9,Star,Lakitu,184,Hole,0
49,World 3-1,11,Star,Lakitu,126,None,1
41,World 2-1,156,Fire Flower,Koopa,179,Hole,0
36,World 1-2,132,None,Piranha,72,Enemy,1
32,World 1-1,61,Mushroom,Piranha,162,Lava,1
48,World 1-2,63,Star,Lakitu,239,Hole,1
159,World 3-1,6,Fire Flower,Hammer Bro,254,Time,0
29,World 3-1,191,Star,Goomba,191,Time,1
151,World 1-2,23,Mushroom,Lakitu,166,None,1
32,World 1-1,77,Fire Flower,Goomba,294,None,0
2,World 1-1,98,Fire Flower,Piranha,163,Enemy,0
185,World 1-2,106,None,Goomba,40,Enemy,1
168,World 1-2,174,None,Lakitu,43,Lava,1
92,Bowser Castle,79,Mushroom,Hammer Bro,124,Lava,1
134,World 3-1,5,None,Piranha,139,None,0
80,Bowser Castle,154,Mushroom,Koopa,80,Lava,1
197,Bowser Castle,159,Fire Flower,Lakitu,238,Enemy,0
113,World 1-2,5,Star,Piranha,292,None,1
98,World 2-1,190,Star,Lakitu,73,Hole,1
13,Bowser Castle,192,None,Goomba,199,Lava,1
88,Bowser Castle,26,Fire Flower,Lakitu,32,Hole,1
24,Bowser Castle,182,Star,Lakitu,270,None,0
136,World 3-1,176,Star,Piranha,77,Lava,0
167,World 1-2,108,Star,Koopa,225,Time,0
14,World 1-2,194,Mushroom,Piranha,109,None,1
100,World 1-2,198,None,Lakitu,79,Lava,0
43,Bowser Castle,74,Fire Flower,Goomba,214,Hole,0
43,Bowser Castle,78,Star,Koopa,261,Enemy,1
21,Bowser Castle,87,None,Goomba,127,None,0
112,World 2-1,29,Mushroom,Hammer Bro,150,Lava,1
26,World 3-1,144,Star,Hammer Bro,250,None,0
25,World 1-2,57,Mushroom,Goomba,162,Enemy,0
146,World 3-1,124,None,Koopa,183,Time,1
173,World 1-1,131,Fire Flower,Koopa,180,Hole,1
56,Bowser Castle,196,Fire Flower,Koopa,140,Time,1
2,World 2-1,55,None,Piranha,77,Time,1
141,World 1-1,71,None,Goomba,171,Hole,1
142,World 2-1,157,None,Piranha,119,Time,0
146,World 1-1,162,Fire Flower,Lakitu,235,Enemy,1
57,Bowser Castle,120,None,Koopa,150,Hole,0
59,World 2-1,23,Mushroom,Piranha,61,Enemy,1
38,World 1-2,0,Star,Piranha,181,Lava,0
118,World 2-1,80,None,Goomba,164,Enemy,1
142,World 1-2,76,Mushroom,Goomba,55,Enemy,1
163,Bowser Castle,52,Fire Flower,Lakitu,38,None,1
137,World 2-1,197,Star,Goomba,137,None,0
95,World 1-2,13,Mushroom,Piranha,89,Time,1
89,Bowser Castle,90,Mushroom,Hammer Bro,210,Time,0
50,World 2-1,48,Fire Flower,Goomba,79,Lava,1
9,World 1-2,23,Mushroom,Koopa,177,Hole,1
93,World 1-1,146,Star,Piranha,156,Time,1
174,World 1-2,162,Mushroom,Koopa,89,Time,1
83,World 2-1,64,None,Goomba,282,Hole,1
38,World 2-1,114,Mushroom,Piranha,118,Hole,0
151,World 3-1,32,Fire Flower,Goomba,171,Time,0
176,World 1-1,65,Mushroom,Piranha,113,Time,0
6,Bowser Castle,186,Fire Flower,Goomba,245,Hole,1
97,World 2-1,127,Fire Flower,Lakitu,125,None,0
197,Bowser Castle,181,Fire Flower,Goomba,55,Time,1
111,World 1-2,125,None,Goomba,120,Time,0
180,World 1-1,149,Fire Flower,Koopa,260,Lava,1
136,World 2-1,150,None,Koopa,103,Enemy,1
48,World 1-1,24,Fire Flower,Lakitu,211,Enemy,0
118,World 1-2,72,Mushroom,Goomba,230,Lava,0
23,Bowser Castle,35,None,Lakitu,140,Lava,1
154,World 2-1,7,Star,Lakitu,33,Hole,1
36,World 3-1,7,Fire Flower,Koopa,185,Lava,0
62,World 1-2,138,Fire Flower,Lakitu,106,Time,1
63,World 1-2,176,Fire Flower,Koopa,110,Enemy,1
153,World 3-1,121,Mushroom,Goomba,139,Enemy,0
55,World 1-1,118,Mushroom,Goomba,41,Hole,1
181,World 2-1,29,Mushroom,Goomba,208,Lava,1
192,World 1-2,11,None,Hammer Bro,132,Hole,1
103,World 1-1,56,Star,Piranha,203,Lava,1
107,World 2-1,191,Fire Flower,Koopa,298,Lava,1
181,Bowser Castle,154,Star,Hammer Bro,142,Enemy,0
178,World 1-2,90,Fire Flower,Goomba,160,Hole,1
16,World 2-1,1,None,Koopa,39,Lava,0
141,World 2-1,163,Star,Hammer Bro,36,Hole,0
113,Bowser Castle,136,Star,Koopa,258,Time,1
61,World 2-1,26,Star,Koopa,257,None,1
199,Bowser Castle,11,Mushroom,Piranha,153,Enemy,1
176,World 2-1,120,None,Lakitu,204,Hole,1
98,World 3-1,154,Fire Flower,Piranha,158,Hole,1
194,World 1-1,147,None,Lakitu,118,Hole,1
32,World 2-1,70,Fire Flower,Hammer Bro,218,Enemy,1
76,World 1-1,76,Star,Hammer Bro,182,Lava,1
99,Bowser Castle,131,Mushroom,Piranha,35,Hole,1
37,World 2-1,160,None,Hammer Bro,229,Lava,1
94,World 2-1,199,Mushroom,Piranha,181,Enemy,1
16,World 1-2,172,Mushroom,Koopa,152,Enemy,1
41,Bowser Castle,170,None,Koopa,64,None,0
11,World 3-1,0,Fire Flower,Piranha,206,Enemy,1
192,World 3-1,194,Star,Lakitu,279,Lava,0
5,World 2-1,10,None,Lakitu,211,Hole,1
128,World 3-1,108,Star,Hammer Bro,157,Hole,1
71,World 3-1,177,Mushroom,Hammer Bro,108,Hole,0
24,World 1-2,52,Mushroom,Piranha,298,Time,1
155,World 1-1,161,Fire Flower,Hammer Bro,231,Lava,0
177,Bowser Castle,46,Star,Goomba,285,Time,1
184,World 2-1,12,Star,Goomba,215,Lava,1
133,World 2-1,143,Mushroom,Koopa,230,None,0
194,World 1-2,40,Fire Flower,Piranha,78,None,1
165,World 1-1,130,Star,Koopa,187,Enemy,0
77,World 3-1,164,Fire Flower,Hammer Bro,191,None,1
88,World 3-1,47,Mushroom,Koopa,126,Enemy,1
101,World 2-1,33,Star,Goomba,278,Enemy,1
113,World 1-1,172,None,Lakitu,292,Lava,1
83,World 1-2,56,None,Piranha,152,None,0
74,Bowser Castle,137,Star,Goomba,106,Time,0
133,Bowser Castle,197,Fire Flower,Koopa,116,None,0
65,World 1-1,99,None,Lakitu,196,None,1
56,World 1-1,89,Mushroom,Koopa,80,Enemy,1
111,World 1-2,136,Fire Flower,Koopa,298,Time,1
64,World 1-2,121,Fire Flower,Koopa,46,Lava,1
149,World 2-1,195,Star,Lakitu,134,Hole,1
196,World 2-1,66,None,Piranha,121,Lava,0
58,World 1-1,11,Star,Goomba,67,None,1
69,World 1-1,127,Mushroom,Goomba,85,Time,0
35,World 3-1,67,None,Piranha,60,Enemy,1
79,Bowser Castle,82,Mushroom,Koopa,205,Lava,1
115,World 1-2,80,Fire Flower,Goomba,269,Time,1
43,Bowser Castle,43,None,Goomba,198,None,0
47,World 3-1,196,Mushroom,Piranha,144,Lava,1
187,World 3-1,2,Fire Flower,Lakitu,167,Time,1
30,World 1-2,195,Mushroom,Goomba,56,Lava,1
121,World 1-2,141,Fire Flower,Lakitu,147,Hole,1
177,World 3-1,4,Mushroom,Lakitu,258,None,1
136,World 2-1,157,None,Hammer Bro,264,None,0
48,Bowser Castle,170,None,Goomba,51,Lava,0
154,World 1-1,141,Star,Koopa,211,Lava,0
7,World 1-2,141,Star,Goomba,218,Hole,1
164,World 1-2,164,Fire Flower,Koopa,52,Time,1
181,Bowser Castle,132,Mushroom,Goomba,55,Time,0
124,World 1-1,86,None,Koopa,75,Hole,1
146,World 2-1,189,None,Koopa,72,None,1
142,World 1-1,73,Mushroom,Hammer Bro,287,None,1
102,World 1-2,54,Fire Flower,Koopa,144,Lava,1
28,World 1-1,74,None,Koopa,207,Time,1
199,Bowser Castle,63,Mushroom,Hammer Bro,161,Lava,1
171,World 1-1,110,None,Goomba,293,None,1
165,World 3-1,87,Mushroom,Piranha,113,None,1
184,World 1-2,24,None,Piranha,271,Enemy,1
88,World 3-1,53,None,Lakitu,160,Enemy,1
143,World 3-1,58,Fire Flower,Koopa,83,None,1
51,World 1-1,152,None,Hammer Bro,244,None,0
8,World 3-1,17,Star,Piranha,218,None,1
64,World 3-1,140,Star,Lakitu,135,Enemy,0
140,World 1-2,8,Fire Flower,Hammer Bro,195,Enemy,0
145,Bowser Castle,91,Mushroom,Piranha,292,Time,1
122,World 2-1,68,None,Hammer Bro,178,None,0
150,World 1-2,23,Star,Piranha,34,Hole,0
54,World 2-1,177,Mushroom,Lakitu,260,Hole,1
135,Bowser Castle,100,None,Hammer Bro,285,None,1
114,World 1-2,191,Mushroom,Koopa,281,Time,0
6,Bowser Castle,189,Star,Lakitu,250,Lava,1
76,World 1-2,136,Fire Flower,Goomba,88,Lava,1
183,World 1-2,30,Fire Flower,Koopa,128,Enemy,1
108,Bowser Castle,47,Fire Flower,Piranha,119,Lava,1
190,Bowser Castle,115,Fire Flower,Koopa,45,Enemy,1
78,World 2-1,105,None,Lakitu,171,Enemy,0
139,World 1-2,94,Fire Flower,Hammer Bro,158,Lava,0
8,Bowser Castle,43,Mushroom,Hammer Bro,183,None,0
87,Bowser Castle,14,Fire Flower,Koopa,59,Lava,0
38,World 1-1,197,Star,Lakitu,39,None,1
152,World 3-1,42,Star,Piranha,85,Time,1
160,World 1-2,75,Fire Flower,Goomba,152,Lava,1
16,World 1-1,67,Star,Goomba,145,Hole,0
97,Bowser Castle,193,Star,Hammer Bro,63,Time,1
193,World 2-1,149,Fire Flower,Lakitu,124,Hole,1
14,World 3-1,139,None,Piranha,274,Hole,0
182,World 2-1,48,None,Goomba,205,Time,1
29,Bowser Castle,58,None,Koopa,72,Enemy,1
121,World 1-1,109,Fire Flower,Lakitu,242,None,0
145,World 1-2,192,Fire Flower,Koopa,296,Hole,0
68,Bowser Castle,100,None,Goomba,254,Lava,0
176,World 1-1,126,None,Koopa,200,Hole,0
149,World 1-1,146,Fire Flower,Piranha,232,Lava,1
194,World 1-1,38,Mushroom,Piranha,93,None,1
44,World 1-1,179,None,Goomba,96,Time,1
168,Bowser Castle,122,Star,Piranha,258,Time,1
168,World 3-1,111,Fire Flower,Piranha,162,Lava,1
96,Bowser Castle,62,Star,Piranha,110,Hole,0
25,World 1-2,13,Star,Goomba,43,Time,1
14,World 3-1,157,Fire Flower,Hammer Bro,157,Enemy,0
89,Bowser Castle,43,Star,Goomba,89,Time,0
198,World 3-1,181,Mushroom,Koopa,128,Time,0
115,World 3-1,189,None,Piranha,194,Hole,1
17,Bowser Castle,74,Mushroom,Lakitu,53,Time,1
66,World 1-2,28,Mushroom,Goomba,186,Enemy,0
72,World 2-1,10,Fire Flower,Goomba,95,Time,1
90,World 2-1,128,Fire Flower,Hammer Bro,126,Hole,0
118,World 2-1,63,Fire Flower,Goomba,287,Hole,1
31,World 1-2,116,Star,Koopa,39,None,1
16,World 3-1,195,Star,Piranha,258,Hole,1
181,World 1-1,36,Star,Hammer Bro,257,Lava,0
131,World 1-2,198,Fire Flower,Lakitu,43,Hole,1
122,World 2-1,20,Mushroom,Goomba,91,Hole,1
158,World 1-2,179,Fire Flower,Koopa,119,Enemy,1
148,World 1-2,100,Mushroom,Lakitu,36,None,0
74,World 1-2,102,None,Goomba,243,Hole,1
46,World 3-1,1,None,Koopa,162,Hole,0
27,World 2-1,41,Star,Piranha,275,Hole,1
59,World 1-1,89,Star,Piranha,233,Enemy,1
41,World 3-1,132,Mushroom,Koopa,157,None,0
73,Bowser Castle,175,Mushroom,Hammer Bro,258,Lava,0
2,World 2-1,14,Star,Goomba,150,Hole,1
107,World 1-1,23,Star,Koopa,260,Enemy,1
83,World 2-1,26,Mushroom,Hammer Bro,74,None,1
139,World 2-1,99,None,Hammer Bro,192,Time,0
168,World 2-1,66,None,Koopa,107,Hole,1
95,World 3-1,0,Fire Flower,Lakitu,217,None,1
88,World 1-2,154,Mushroom,Piranha,68,None,0
167,World 1-2,174,None,Goomba,85,Hole,0
14,Bowser Castle,16,Star,Lakitu,229,Time,0
175,World 2-1,131,None,Koopa,242,None,1
137,World 1-1,14,Mushroom,Lakitu,180,Enemy,0
124,Bowser Castle,85,None,Koopa,205,Enemy,0
102,World 3-1,67,Fire Flower,Hammer Bro,169,Time,0
151,World 3-1,56,Fire Flower,Goomba,232,Hole,1
57,World 3-1,46,Star,Goomba,295,None,0
177,World 3-1,66,Star,Koopa,131,None,0
171,World 2-1,77,None,Piranha,264,Lava,0
107,World 2-1,4,Star,Lakitu,297,Enemy,1
161,World 1-1,118,Fire Flower,Hammer Bro,281,None,1
175,World 1-1,192,Fire Flower,Lakitu,143,Time,1
195,World 2-1,79,None,Koopa,99,Time,1
37,World 1-1,177,Star,Koopa,102,None,1
83,World 1-1,45,Star,Lakitu,133,Lava,0
70,World 2-1,31,None,Hammer Bro,254,None,0
152,World 2-1,75,Star,Hammer Bro,225,Time,1
49,World 2-1,63,None,Koopa,207,None,1
55,World 1-1,38,Mushroom,Hammer Bro,176,Lava,1
175,Bowser Castle,65,None,Koopa,44,Time,0
156,Bowser Castle,33,Mushroom,Koopa,108,Time,1
61,World 3-1,170,Mushroom,Koopa,68,Enemy,1
81,World 3-1,175,Star,Piranha,83,Enemy,0
23,World 3-1,59,None,Piranha,201,Lava,0
14,World 1-2,95,Fire Flower,Piranha,290,None,0
189,World 2-1,49,Star,Piranha,49,None,0
189,World 1-1,33,Star,Hammer Bro,227,None,0
120,World 2-1,33,Mushroom,Hammer Bro,65,Hole,0
134,Bowser Castle,157,Mushroom,Hammer Bro,193,Hole,1
196,Bowser Castle,121,Fire Flower,Hammer Bro,91,None,1
54,World 3-1,83,Mushroom,Piranha,156,Time,1
140,World 2-1,7,Mushroom,Koopa,53,Lava,0
12,World 3-1,103,Fire Flower,Hammer Bro,281,Time,0
168,World 1-1,91,Mushroom,Goomba,203,Time,0
38,World 2-1,132,Mushroom,Hammer Bro,195,Enemy,0
155,World 2-1,37,Star,Piranha,30,Hole,0
82,World 1-1,190,Mushroom,Lakitu,110,Enemy,1
165,World 3-1,85,None,Koopa,44,Lava,0
20,World 3-1,132,None,Lakitu,264,Hole,1
167,Bowser Castle,111,None,Hammer Bro,60,Lava,1
191,World 1-2,140,None,Piranha,288,Hole,0
37,World 1-2,20,Mushroom,Koopa,176,Lava,1
109,World 1-1,194,None,Hammer Bro,32,Lava,1
99,World 1-2,26,Star,Koopa,67,Hole,1
89,World 2-1,135,None,Goomba,118,Time,0
160,World 2-1,105,Mushroom,Goomba,228,Time,0
94,World 2-1,86,Fire Flower,Piranha,80,None,0
185,Bowser Castle,51,Mushroom,Piranha,288,Time,1
85,World 2-1,43,Fire Flower,Hammer Bro,169,Time,0
55,World 1-1,121,Star,Piranha,291,Lava,1
189,World 3-1,144,Fire Flower,Goomba,247,Hole,1
162,Bowser Castle,156,Fire Flower,Hammer Bro,186,None,0
142,World 1-1,59,Star,Goomba,241,None,1
107,World 1-1,169,None,Koopa,255,Time,1
78,Bowser Castle,11,Star,Lakitu,112,Lava,1
101,World 2-1,58,Mushroom,Goomba,147,Hole,0
174,Bowser Castle,38,Mushroom,Lakitu,288,Lava,0
18,World 1-2,19,Mushroom,Goomba,37,Hole,0
5,World 1-1,53,None,Lakitu,297,Time,1
66,World 2-1,122,Mushroom,Hammer Bro,56,None,1
135,World 1-1,13,Fire Flower,Piranha,162,Hole,0
111,World 3-1,161,Fire Flower,Goomba,117,Time,0
27,World 2-1,81,None,Lakitu,55,Lava,1
105,World 2-1,39,Mushroom,Koopa,294,Lava,1
4,World 1-1,169,None,Goomba,210,Enemy,1
193,World 1-2,99,Fire Flower,Lakitu,49,Enemy,1
13,World 3-1,106,Fire Flower,Piranha,208,Hole,1
155,World 3-1,8,Star,Hammer Bro,127,Lava,1
155,Bowser Castle,166,Fire Flower,Lakitu,291,None,1
125,Bowser Castle,181,Mushroom,Koopa,71,Lava,0
41,World 1-2,48,Star,Piranha,143,Lava,1
9,World 1-2,93,Mushroom,Goomba,169,Hole,0
33,World 3-1,133,None,Piranha,163,Time,1
194,World 1-2,33,None,Goomba,116,Hole,1
66,World 2-1,153,Mushroom,Lakitu,178,Lava,0
82,World 2-1,6,None,Goomba,187,Lava,1
91,World 1-2,100,Mushroom,Koopa,202,Lava,1
177,World 2-1,111,None,Koopa,296,Lava,0
86,Bowser Castle,193,Star,Hammer Bro,273,Lava,1
136,Bowser Castle,88,Star,Lakitu,245,Enemy,1
20,World 2-1,30,Fire Flower,Piranha,68,Lava,1
68,World 3-1,128,None,Lakitu,194,Enemy,1
117,World 1-2,99,None,Koopa,170,Time,0
67,Bowser Castle,22,Mushroom,Goomba,291,Hole,1
136,World 1-2,153,Fire Flower,Hammer Bro,108,Hole,0
100,World 1-2,153,None,Lakitu,143,None,0
112,Bowser Castle,24,Star,Goomba,78,Lava,1
12,Bowser Castle,170,None,Hammer Bro,48,Time,1
175,World 1-2,77,Mushroom,Piranha,256,Time,1
107,World 1-2,74,Fire Flower,Koopa,275,Time,1
6,World 3-1,22,None,Piranha,268,Enemy,1
17,World 3-1,17,Fire Flower,Goomba,228,None,1
183,World 1-1,137,Mushroom,Hammer Bro,201,None,1
130,World 3-1,45,Star,Koopa,62,Time,1
46,World 2-1,146,Fire Flower,Hammer Bro,175,Hole,1
158,World 3-1,6,Mushroom,Goomba,145,Time,1
116,World 1-2,134,Mushroom,Goomba,206,Hole,1
18,World 1-1,52,Star,Hammer Bro,218,None,1
159,World 1-2,20,Fire Flower,Piranha,41,Hole,1
13,World 1-2,61,Star,Piranha,151,Hole,0
30,World 1-2,13,Mushroom,Piranha,67,Lava,1
25,World 3-1,42,Fire Flower,Piranha,204,Time,1
18,World 1-1,175,Star,Lakitu,268,Hole,1
105,World 1-2,4,Mushroom,Goomba,196,Hole,0
55,World 1-2,151,Fire Flower,Goomba,68,Time,0
191,World 3-1,131,Star,Hammer Bro,127,Hole,1
122,Bowser Castle,69,None,Hammer Bro,92,Time,1
156,World 3-1,15,Fire Flower,Piranha,184,Time,0
106,World 3-1,82,Mushroom,Hammer Bro,224,None,1
15,World 3-1,40,Mushroom,Koopa,237,Lava,1
151,World 2-1,180,Mushroom,Lakitu,285,None,1
197,World 3-1,144,Mushroom,Lakitu,129,None,1
193,World 3-1,98,Mushroom,Lakitu,206,Hole,0
58,Bowser Castle,78,Mushroom,Lakitu,229,Time,1
33,Bowser Castle,176,Fire Flower,Koopa,217,None,0
29,World 2-1,11,Star,Piranha,111,Time,0
34,Bowser Castle,101,Star,Lakitu,70,Enemy,1
20,Bowser Castle,116,Fire Flower,Lakitu,126,Enemy,1
95,World 3-1,182,None,Hammer Bro,238,Hole,1
62,World 1-1,62,Mushroom,Hammer Bro,215,Time,1
107,World 1-1,28,None,Piranha,246,Hole,0
32,World 2-1,109,Fire Flower,Piranha,105,Lava,0
78,World 1-2,182,Star,Koopa,36,Time,1
142,World 2-1,153,Fire Flower,Lakitu,71,Hole,1
164,World 2-1,58,Star,Lakitu,58,Enemy,1
96,World 2-1,150,Fire Flower,Lakitu,83,Time,0
61,World 1-2,49,Star,Hammer Bro,95,Hole,1
33,Bowser Castle,134,Mushroom,Piranha,111,None,1
6,Bowser Castle,169,None,Koopa,284,Lava,1
110,Bowser Castle,103,Mushroom,Goomba,40,Enemy,1
97,World 2-1,37,Fire Flower,Piranha,203,Lava,1
38,World 2-1,159,Star,Goomba,91,Time,1
64,World 1-2,63,Fire Flower,Koopa,124,None,1
169,World 1-2,85,None,Koopa,237,None,0
116,World 1-1,149,Star,Lakitu,197,Enemy,0
87,Bowser Castle,32,Star,Hammer Bro,109,None,1
176,World 3-1,194,None,Lakitu,298,Enemy,0
71,World 1-2,140,None,Hammer Bro,68,Time,1
32,World 1-1,166,Mushroom,Goomba,227,Time,1
151,World 3-1,24,Fire Flower,Koopa,206,Enemy,1
159,World 1-2,193,None,Koopa,204,Enemy,0
186,World 2-1,141,Star,Koopa,117,Hole,0
27,World 2-1,47,None,Lakitu,194,Enemy,1
182,World 1-2,27,Fire Flower,Koopa,104,Hole,0
72,World 1-1,97,Star,Koopa,233,Lava,1
120,World 1-1,108,Star,Goomba,187,Enemy,0
122,World 3-1,115,None,Lakitu,63,None,1
156,World 1-2,65,Star,Hammer Bro,231,Enemy,1
47,World 1-2,155,None,Koopa,62,Lava,0
4,World 2-1,146,Star,Goomba,252,None,0
122,Bowser Castle,31,Star,Piranha,87,None,0
159,World 3-1,79,Star,Lakitu,281,Hole,0
3,World 2-1,139,Fire Flower,Piranha,127,Lava,1
44,World 2-1,31,Fire Flower,Goomba,273,Enemy,0
24,World 1-1,68,Star,Goomba,135,None,1
12,World 3-1,58,Fire Flower,Goomba,145,Enemy,1
88,World 1-1,151,Fire Flower,Goomba,31,Lava,1
26,World 1-2,127,Fire Flower,Goomba,106,Enemy,1
118,World 1-2,184,Mushroom,Goomba,71,Enemy,0
114,Bowser Castle,45,Fire Flower,Koopa,135,Enemy,0
45,World 3-1,49,Mushroom,Koopa,224,None,1
103,World 3-1,60,Mushroom,Piranha,193,Lava,0
65,World 1-1,77,Mushroom,Lakitu,163,Lava,0
45,World 3-1,161,None,Lakitu,204,Hole,1
186,Bowser Castle,145,Mushroom,Lakitu,135,Lava,0
30,World 1-2,136,Mushroom,Koopa,215,Enemy,1
179,World 1-1,38,Mushroom,Goomba,292,Time,0
188,World 2-1,137,Star,Lakitu,178,Hole,0
162,World 1-2,139,Mushroom,Lakitu,34,Time,1
122,World 2-1,132,Mushroom,Goomba,183,Lava,1
20,Bowser Castle,110,Star,Lakitu,145,Time,1
175,Bowser Castle,178,Mushroom,Hammer Bro,201,Enemy,1
139,World 1-2,164,Mushroom,Goomba,47,None,1
41,Bowser Castle,144,Mushroom,Piranha,58,Lava,0
195,World 2-1,147,Mushroom,Hammer Bro,36,Hole,1
185,World 2-1,69,None,Goomba,268,Enemy,1
93,World 2-1,188,Star,Hammer Bro,282,Hole,1
126,World 1-1,55,Star,Hammer Bro,190,Hole,0
194,World 1-2,161,Mushroom,Lakitu,75,Enemy,1
110,Bowser Castle,52,Fire Flower,Hammer Bro,159,None,0
92,World 3-1,125,Mushroom,Goomba,118,Hole,0
100,Bowser Castle,32,Fire Flower,Goomba,287,Time,0
9,World 1-1,32,Fire Flower,Hammer Bro,49,None,1
3,World 3-1,94,Star,Piranha,58,Enemy,0
61,Bowser Castle,159,Fire Flower,Goomba,143,Hole,1
46,World 3-1,45,Mushroom,Goomba,97,Lava,1
72,World 3-1,172,Mushroom,Hammer Bro,91,Hole,1
156,World 1-2,16,Star,Lakitu,245,Enemy,1
43,World 1-2,71,None,Goomba,34,None,1
157,World 1-2,154,Mushroom,Piranha,257,Hole,0
87,World 3-1,101,Mushroom,Lakitu,173,Lava,1
158,Bowser Castle,48,Mushroom,Lakitu,164,Time,1
107,Bowser Castle,192,Star,Lakitu,227,Time,1
182,Bowser Castle,113,Mushroom,Piranha,221,Hole,0
192,World 3-1,194,Fire Flower,Lakitu,49,Lava,0
32,World 1-2,3,Star,Goomba,283,Enemy,1
4,World 2-1,77,Fire Flower,Koopa,162,Lava,0
48,World 3-1,176,None,Koopa,161,Time,1
26,World 2-1,149,Fire Flower,Koopa,268,Hole,0
167,World 3-1,11,Star,Piranha,239,Time,1
4,World 2-1,129,Star,Goomba,189,Time,0
75,World 1-1,45,Fire Flower,Lakitu,37,Lava,1
139,Bowser Castle,69,Star,Hammer Bro,225,Time,0
27,World 2-1,43,Mushroom,Koopa,190,Time,0
68,Bowser Castle,79,Mushroom,Lakitu,154,Enemy,1
104,World 1-2,3,Star,Hammer Bro,275,None,0
84,World 3-1,19,None,Piranha,147,None,1
82,Bowser Castle,189,Fire Flower,Koopa,90,Hole,0
84,World 1-2,197,None,Lakitu,257,None,1
95,World 2-1,160,None,Koopa,226,Enemy,0
128,World 1-2,53,Fire Flower,Hammer Bro,168,Enemy,1
107,Bowser Castle,172,Fire Flower,Koopa,114,Lava,1
136,World 3-1,137,Fire Flower,Koopa,173,Lava,1
60,World 1-1,104,Star,Piranha,227,Hole,0
26,World 3-1,178,Star,Lakitu,201,Time,0
168,World 1-1,143,Fire Flower,Lakitu,92,None,1
146,World 2-1,100,Mushroom,Hammer Bro,214,Lava,0
85,World 1-2,111,Star,Lakitu,264,None,1
22,World 1-2,113,None,Goomba,189,Lava,1
58,World 3-1,199,Star,Lakitu,296,Hole,1
